,Week,Online demand,Oil price,Temperature,Oil price momentum (%),Oil price momentum - month (%),Temperature momentum (%),Temperature momentum - month (%),Oil price momentum + capped,Oil price momentum - capped,Temperature momentum + capped,Temperature momentum - capped,Oil price momentum month + capped,Oil price momentum month - capped,Temperature momentum month + capped,Temperature momentum month - capped,Oil price W-4,Oil price W-8,Temperature W-4,Temperature W-8,Online demand mean at same date
76,2015-03-17,103492.25806451612,54.41,7.900000000000034,-6.784307007024159,4.0989494477866595,-0.5347593582886834,84.16422287389993,-0.0,-6.784307007024159,-0.0,-0.5347593582886834,4.0989494477866595,0.0,84.16422287389993,0.0,61.7,48.91,8.0,4.850000000000023,78733.54838709677
77,2015-03-24,96453.87096774194,55.83,8.650000000000006,2.6098143723580325,-2.1277506635841936,2.6881720430106393,68.43434343434312,2.6098143723580325,0.0,2.6881720430106393,0.0,-0.0,-2.1277506635841936,68.43434343434312,0.0,59.09,48.25,6.700000000000017,3.950000000000017,73266.7741935484
78,2015-03-31,89415.48387096774,56.31,13.600000000000023,0.8597528210639416,-5.725542794869643,17.27748691099482,47.490347490347574,0.8597528210639416,0.0,17.27748691099482,0.0,-0.0,-5.725542794869643,47.490347490347574,0.0,60.0,55.0,8.75,2.650000000000034,67800.0
79,2015-04-07,86112.0,57.8,8.950000000000017,2.6460664180429694,-6.192507108212086,-13.83928571428572,24.12698412698426,2.6460664180429694,0.0,-0.0,-13.83928571428572,-0.0,-6.192507108212086,24.12698412698426,0.0,58.37,57.79,8.050000000000011,2.450000000000017,66918.0
80,2015-04-14,83431.0,58.17,16.400000000000034,0.6401384083045025,-1.6215983093974984,25.734024179620075,51.59235668789803,0.6401384083045025,0.0,25.734024179620075,0.0,-0.0,-1.6215983093974984,51.59235668789803,0.0,54.41,61.7,7.900000000000034,8.0,66036.0
81,2015-04-21,80750.0,63.52,13.650000000000006,9.19718067732509,3.1450942653427294,-7.554945054945128,57.72113943028485,9.19718067732509,0.0,-0.0,-7.554945054945128,3.1450942653427294,0.0,57.72113943028485,0.0,55.83,59.09,8.650000000000006,6.700000000000017,65154.0
82,2015-04-28,78069.0,64.74,10.950000000000017,1.9206549118387706,8.58527476436064,-8.023774145616603,30.759162303664866,1.9206549118387706,0.0,-0.0,-8.023774145616603,8.58527476436064,0.0,30.759162303664866,0.0,56.31,60.0,13.600000000000023,8.75,64272.0
83,2015-05-05,78030.96774193548,66.33,17.200000000000017,2.4559777571825814,12.663249387118336,20.19386106623586,48.849104859334936,2.4559777571825814,0.0,20.19386106623586,0.0,12.663249387118336,0.0,48.849104859334936,0.0,57.8,58.37,8.950000000000017,8.050000000000011,65637.74193548386
84,2015-05-12,79975.16129032258,64.77,19.650000000000006,-2.351876978742651,13.699530928061021,6.586021505376305,29.09663865546206,-0.0,-2.351876978742651,6.586021505376305,0.0,13.699530928061021,0.0,29.09663865546206,0.0,58.17,54.41,16.400000000000034,7.900000000000034,67902.58064516129
85,2015-05-19,81919.35483870968,66.19,14.150000000000034,2.192373012197013,11.123833757421519,-13.871374527112156,17.775665399239514,2.192373012197013,0.0,-0.0,-13.871374527112156,11.123833757421519,0.0,17.775665399239514,0.0,63.52,55.83,13.650000000000006,8.650000000000006,70167.41935483871
86,2015-05-26,83863.54838709677,65.7,15.200000000000017,-0.7402930956337705,7.68128403554027,3.074670571010185,32.53253253253248,-0.0,-0.7402930956337705,3.074670571010185,0.0,7.68128403554027,0.0,32.53253253253248,0.0,64.74,56.31,10.950000000000017,13.600000000000023,72432.25806451612
